District,Facility Type,Material Type,Facility ID,Facility Description,Company,Contact Person,Contact Email,Telephone Number,Physical Address,P-Address Line 2,P-Address City,P-Address State,P-Address Zip,P-Address Country,Latitude,Longitude,Mailing Address,M-Address Line 2,M-Address City,M-Address State,M-Address Zip,M-Address Country,Facility Status,Facility Status Date,QCP Status,QCP Status Date
District 4,Plant,Structural Concrete,86-571,OZINGA,"Ozinga South Florida, Inc",HOWARD LIVINGSTON,howardlivingston@ozinga.com,(786) 910-2121,2030 NW 40th CT,,Deerfield Beach,Florida,33064,,26.278273,-80.149858,19001 Old La Grande Rd,,Mokena,Illinois,60448,,Under Review,6/29/2023,Accepted,6/28/2023
District 4,Plant,Structural Concrete,86-573,OZINGA,"Ozinga South Florida, Inc",HOWARD LIVINGSTON,howardlivingston@ozinga.com,(786) 910-2121,2401 College Ave,,DAVIE,Florida,33317,,26.090427,-80.235574,2401 College Ave,,DAVIE,Florida,33317,,Under Review,12/27/2018,Accepted,10/7/2020
District 4,Plant,Structural Concrete,86-765,TJ PAVEMENT CORP,T.J. Pavement,RAFAEL CARDENAS,tjquality@tjpavement.com,(786) 975-4242,1480 S Powerline RD,,Deerfield Beach,Florida,33442,,26.297756,-80.152044,3232 NW  67 St,,Miami,Florida,33147,,Under Review,8/28/2024,Accepted,8/28/2024
District 4,Plant,Structural Concrete,88-121,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,925 12TH ST.,,VERO BEACH,Florida,32960,,27.621014,-80.391317,1501 BELVEDER ROAD,WEST PALM BEACH,FLORIDA,Florida,33406,,Under Review,6/23/2015,Inactivated,7/25/2013
District 4,Plant,Structural Concrete,88-526,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,albertoj.romanach@cemex.com,(305) 818-4038,3150 INDUSTRIAL BLVD.,,VERO BEACH,Florida,32967,,27.690833,-80.415278,1501 BELVEDERE RD.,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Accepted,6/10/2020
District 4,Plant,Structural Concrete,88-530,TITAN,Titan Florida LLC,FELIX OLAGBENDE,folagbende@titanamerica.com,(305) 763-1322,2800 INDUSTRIAL BLVD,,VERO BEACH,Florida,32967,,27.688832,-80.415497,801 US 1,,NORTH PALM BEACH,Florida,33408,,Under Review,6/23/2015,Accepted,11/21/2019
District 4,Plant,Structural Concrete,88-550,MASCHMEYER,Maschmeyer Concrete Company of Florida,RICHARD LORENZ,rlorenz@maschmeyer.com,(561) 248-0341,3800 71ST STREET,,WINTER BEACH,Florida,32967,,27.728106,-80.427805,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,Under Review,6/23/2015,Accepted,6/24/2020
District 4,Plant,Structural Concrete,88-551,Concrete plant is temporary and portable.,Titan Florida LLC,FELIX OLAGBENDE,Folagbende@titanamerica.com,(305) 763-1322,22580,,Vero Beach,Florida,34982,,27.666886,-80.793699,22580,,Vero Beach,Florida,34982,,Under Review,6/8/2017,Inactivated,6/12/2018
District 4,Plant,Structural Concrete,89-090,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,S. DIXIE HWY @  5A CUTOFF,(1232 STATE  RD 5A),STUART,Florida,34995,,27.187971,-80.244105,1501 BELVEDERE ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Accepted,2/2/2022
District 4,Plant,Structural Concrete,89-164,CEMEX,"Cemex, Inc. - Concrete Division",ALBERTO J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(305) 558-0315,RAILROAD AVE. & MARTIN LUTHER,,INDIANTOWN,Florida,34956,,27.031667,-80.487778,1501 BELVEDERE ROAD,,W.P.B.,Florida,33406,,Under Review,6/23/2015,Inactivated,3/1/2022
District 4,Plant,Structural Concrete,89-245,TITAN,Titan Florida LLC,Felix Olagbende,Folagbende@titanamerica.com,(305) 763-1322,1501 MONTEREY RD. EXTENSION S,US 1,STUART,Florida,33494,,27.175833,-80.232778,9151 FAIRGROUND ROAD,,WEST PALM BEACH,Florida,33411,,Under Review,6/23/2015,Accepted,5/16/2023
District 4,Plant,Structural Concrete,89-522,MASCHMEYER,Maschmeyer Concrete Company of Florida,RICHARD LORENZ,Rlorenz@Maschmeyer.com,(561) 248-0341,8123 SW OLD KANSAS AVE,,STUART,Florida,34997,,27.106556,-80.261889,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,Under Review,6/23/2015,Accepted,2/3/2022
District 4,Plant,Structural Concrete,93-096,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(305) 818-4038,1700 W. ATLANTIC AVE,,DELRAY BEACH,Florida,33444,,26.460978,-80.092073,1501 BELVEDERE ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Accepted,11/29/2021
District 4,Plant,Structural Concrete,93-097,CEMEX,"Cemex, Inc. - Concrete Division",Alberto J. Romanach,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,1819 7TH AVENUE NORTH,,LAKE WORTH,Florida,33460,,26.623889,-80.069167,1501 BELVEDERE ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Inactivated,8/18/2021
District 4,Plant,Structural Concrete,93-098,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,501 7TH ST,,WEST PALM BEACH.,Florida,33401,,26.720475,-80.056553,1501 BELVEDERE ROAD,,WEST PALM BEACH.,Florida,33406,,Under Review,6/23/2015,Accepted,2/2/2022
District 4,Plant,Structural Concrete,93-099,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,800 RAILROAD AVENUE,,LAKE PARK,Florida,33403,,26.800833,-80.075278,1501 BELVEDERE ORAD,,WEST PALM BEACH,Florida,33323,,Under Review,6/23/2015,Accepted,5/12/2021
District 4,Plant,Structural Concrete,93-101,SOUTHEASTERN PRESTRESS CONCRETE CO.,"South Eastern Prestressed, Inc.",Joey Mendia,joey@seprestressed.com,(561) 793-1177,860 BENOIST FARMS ROAD,,WEST PALM BEACH,Florida,33411,,26.689206,-80.169906,P. O. DRAWER 15043,,WEST PALM BEACH,Florida,33416,,Under Review,6/23/2015,Inactivated,1/3/2011
District 4,Plant,Structural Concrete,93-102,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,AlbertoJ.Romanach@Cemex.com,(305) 818-4038,9111 SOUTHERN BLVD.,,WEST PALM BEACH,Florida,33411,,26.681464,-80.192536,1557 JUPITER PARK DRIVE,SUITE ONE,JUPITER,Florida,33458,,Under Review,6/23/2015,Accepted,3/5/2020
District 4,Plant,Structural Concrete,93-103,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,282 OLD DIXIE HIGHWAY,,JUPITER,Florida,33469,,26.956603,-80.087581,1501 BELVEDER ROAD,,WEST PALM BEACH,Florida,33458,,Under Review,6/23/2015,Inactivated,1/27/2014
District 4,Plant,Structural Concrete,93-104,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,400 S.W. 16 STREET,,BELLE GLADE,Florida,33430,,26.682744,-80.684182,1501 BELVEDER ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Inactivated,3/1/2022
District 4,Plant,Structural Concrete,93-224,CEMEX,"Cemex, Inc. - Concrete Division",ALBERTO J. ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,11997 LOXAHATCHEE ROAD,,BOCA RATON,Florida,33432,,26.334611,-80.230333,1501 BELVEDERE ROAD,,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Inactivated,4/24/2009
District 4,Plant,Structural Concrete,93-321,TITAN,Titan Florida LLC,PHONG TRUONG,ptruong@titanamerica.com,(305) 525-8542,9151 FAIRGROUNDS ROAD,,WEST PALM BEACH.,Florida,33411,,26.689167,-80.191111,9151 FAIRGROUNDS ROAD,,WEST PALM BEACH.,Florida,33411,,Under Review,6/23/2015,Accepted,4/24/2020
District 4,Plant,Structural Concrete,93-349,TITAN,Titan Florida LLC,PHONG TRUONG,ptruong@titanamerica.com,(954) 761-1944,1453 53RD STREET,,MANGONIA PARK,Florida,33407,,26.763056,-80.079167,2500 S.W. 2ND AVE.,,"FT.LAUDERDALE,",Florida,33315,,Under Review,6/23/2015,Accepted,2/3/2022
District 4,Plant,Structural Concrete,93-356,SUPERMIX,"Supermix, Inc.",Donald Hammond,dhammond@supermix.com,(786) 721-3089,24151 BOCA RIO ROAD,,BOCA RATON,Florida,33433,,26.362022,-80.171590,4300 S.W. 74TH AVE.,,MIAMI,Florida,33155,,Under Review,6/23/2015,Accepted,4/7/2021
District 4,Plant,Structural Concrete,93-363,TITAN,Titan Florida LLC,PHONG TRUONG,ptruong@TitanAmerica.Com,(561) 772-5678,1300 SOUTH SWINTON AVE.,,DELRAY BEACH,Florida,33444,,26.443520,-80.073781,801 US 1,,NORTH PALM BEACH.,Florida,33408,,Under Review,6/23/2015,Accepted,2/3/2022
District 4,Plant,Structural Concrete,93-441,SUPERMIX,"Supermix, Inc.",Donald Hammond,dhammond@supermix.com,(786) 721-3089,7130 N.W. 46TH TERRACE,,RIVIERA BEACH,Florida,33407,,26.780694,-80.112306,4300 S.W. 74TH AVE.,,MIAMI,Florida,33155,,Under Review,6/23/2015,Inactivated,6/18/2019
District 4,Plant,Structural Concrete,93-480,MASCHMEYER,Maschmeyer Concrete Company of Florida,Richard Lorenz,Rlorenz@MASCHMEYER.COM,(561) 248-0341,971 PIKE ROAD,,WEST PALM BEACH,Florida,33411,,26.691326,-80.166174,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,Under Review,6/23/2015,Accepted,8/31/2020
District 4,Plant,Structural Concrete,93-504,MASCHMEYER,Maschmeyer Concrete Company of Florida,Richard Lorenz,Rlorenz@Mashmeyer.com,(561) 248-0341,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,26.800516,-80.077415,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,Under Review,6/23/2015,Accepted,3/29/2021
District 4,Plant,Structural Concrete,93-525,TITAN,Titan Florida LLC,PHONG TRUONG,ptruong@TitanAmerica.Com,(305) 525-8542,9151 FAIRGROUNDS RD.,,WEST PALM BEACH,Florida,33411,,26.689167,-80.191111,801 US 1,,NORTH PALM BEACH,Florida,33408,,Under Review,6/23/2015,Accepted,2/3/2022
District 4,Plant,Structural Concrete,93-532,"OZINGA - RIVIERA BEACH, FL","Ozinga South Florida, Inc",BOB FEAGIN,bobfeagin@ozinga.com,(786) 848-2312,460 Avenue S,,Riviera Beach,Florida,33404,,26.778056,-80.749722,19001 Old La Grande Rd.,,Mokena,Illinois,60448,,Under Review,2/27/2024,Accepted,2/27/2024
District 4,Plant,Structural Concrete,93-533,"RMB Concrete & Precast, Inc.","RMB Concrete & Precast, Inc.",Pedro Otero,ajadvancedsolutions@hotmail.com,(561) 840-6499,460 AVENUE SOUTH,,RIVIERA BEACH,Florida,33404,,26.767125,-80.080013,460 AVENUE SOUTH,,RIVIERA BEACH,Florida,33404,,Under Review,6/23/2015,Inactivated,5/3/2023
District 4,Plant,Structural Concrete,94-105,CEMEX,"Cemex, Inc. - Concrete Division",ALBERTO ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,514 SOUTH 3RD STREET,,FORT PIERCE,Florida,34950,,27.443032,-80.324978,CEMEX,1501 BELVEDERE ROAD,WEST PALM BEACH,Florida,33406,,Under Review,6/23/2015,Inactivated,8/22/2012
District 4,Plant,Structural Concrete,94-289,CEMEX,"Cemex, Inc. - Concrete Division",ALBERT ROMANACH,AlbertoJ.Romanach@Cemex.com,(305) 818-4038,6100 MIDWAY ROAD,,FORT PIERCE,Florida,34981,,27.374708,-80.387999,1720 CENTREPARK DR E.,,WEST PALM BEACH,Florida,33401,,Under Review,6/23/2015,Accepted,1/10/2020
District 4,Plant,Structural Concrete,94-290,CEMEX,"Cemex, Inc. - Concrete Division",ALBERTO ROMANACH,AlbertoJ.Romanach@Cemex.com,(786) 299-2945,6100 MIDWAY ROAD,,FORT PIERCE,Florida,34981,,27.374708,-80.387999,1720 CENTREPARK DR E.,,WEST PALM BEACH,Florida,33401,,Under Review,8/28/2023,Accepted,8/23/2023
District 4,Plant,Structural Concrete,94-353,SUPERMIX CONCRETE INC.,"Supermix, Inc.",Donald Hammond,dhammond@supermix.com,(786) 721-3089,4550 GLADES CUT-OFF ROAD,,FORT PIERCE,Florida,34981,,27.395556,-80.372222,4300 S.W. 74TH AVE.,,MIAMI,Florida,33155,,Under Review,6/23/2015,Inactivated,7/2/2015
District 4,Plant,Structural Concrete,94-455,TITAN,Titan Florida LLC,FELIX OLAGBENDE,folagbende@titanamerica.com,(305) 763-1322,4199 SELVITZ RD,,FT. PIERCE,Florida,34982,,27.389324,-80.371190,801 US 1,,NORTH PALM BEACH,Florida,33408,,Under Review,6/23/2015,Accepted,11/21/2019
District 4,Plant,Structural Concrete,94-527,TITAN,Titan Florida LLC,Felix Olagbende,folagbende@titanamerica.com,(305) 763-1322,4199 SELVITZ RD0,,FT PEIRCE,Florida,34982,,27.389324,-80.371190,801 US 1,,NORTH PALM BEACH,Florida,33408,,Under Review,6/23/2015,Accepted,11/21/2019
District 4,Plant,Structural Concrete,94-571,MASCHMEYER,Maschmeyer Concrete Company of Florida,RICHARD LORENZ,rlorenz@maschmeyer.com,(561) 248-0341,8123 SW OLD KANSAS AVE,,STUART,Florida,34997,,27.106556,-80.261889,1142 WATERTOWER ROAD,,LAKE PARK,Florida,33403,,Under Review,7/4/2018,Accepted,8/26/2021
District 5,Mine,Aggregate,02692,STATEWIDE MATERIALS,Statewide Materials,EDWARD SLONE,sales@swmagg.com,(321) 268-8455,10880 HWY 19 SOUTH,,INGLIS,Florida,34449,,29.014420,-82.690530,1525 WHITE DRIVE,,TITUSVILLE,Florida,32780,,Inactivated,3/7/2019,Accepted,9/22/2016
District 5,Mine,Aggregate,11057,VULCAN MATERIALS COMPANY,Vulcan Materials Company,Chris Crotts,crottsc@vmcmail.com,(352) 466-7751,27222 COUNTY ROAD 561,,TAVARES,Florida,32778,,28.742690,-81.729160,P.O. BOX 176,,ASTATULA,Florida,34705,,Approved,10/25/2001,Accepted,9/22/2016
District 5,Mine,Aggregate,11067,Vulcan Materials Company,Vulcan Materials Company,Brett Cason,casonb@vmcmail.com,(352) 267-7530,3310 Green Swamp Road,,Clermont,Florida,32711,,28.404090,-81.744880,3310 Green Swamp Road,,Clermont,Florida,32711,,Approved,1/11/2024,Accepted,1/10/2024
District 5,Mine,Aggregate,11283,CEMEX,"Cemex, Inc. - Aggregate Division",Donald Whitley,donaldw.whitley@cemex.com,(863) 557-1910,11945 CR 474,,CLERMONT,Florida,34711,,28.391060,-81.762170,100 LEM CARNES RD.,,DAVENPORT,Florida,33837,,Approved,12/6/2001,Accepted,9/22/2016
District 5,Mine,Aggregate,11298,"E.R. Jahna Industries, Inc.","E.R. Jahna Industries, Inc.",MARIO CARDENAS,mcardenas@jahna.com,(863) 557-0342,8455 County Road 474,,Clermont,Florida,34711,,28.376495,-81.796192,8455 County Road 474,,Clermont,Florida,34711,,Approved,7/27/2018,Accepted,7/15/2020
District 5,Mine,Aggregate,11490,E.R. JAHNA INDUSTRIES INC.,"E.R. Jahna Industries, Inc.",MARIO CARDENAS,mcardenas@jahna.com,(863) 557-0342,8455 CR 474,,CLERMONT,Florida,34711,,28.409760,-81.802880,8455 CR 474,,CLERMONT,Florida,34711,,Approved,12/6/2001,Accepted,9/22/2016
District 5,Mine,Aggregate,11916,Lisbon Sand Mine,Blue Water Industries,TRAVIS STEWART,Tstewart@BlueWaterIndustries.com,(904) 400-4104,11035 CR 44,,Leesburg,Florida,34788,,28.878870,-81.772850,11035 CR 44,,Leesburg,Florida,34788,,Approved,12/19/2023,Accepted,12/19/2023
District 5,Mine,Aggregate,18020,CEMEX,"Cemex, Inc. - Aggregate Division",ARTHELL WILLIAMS,arthell.williams@cemex.com,(352) 796-3522,3919 CR 673,,BUSHNELL,Florida,33513,,28.604750,-82.166910,11430 CAMP MINE ROAD,,BROOKSVILLE,Florida,34601,,Approved,12/6/2001,Accepted,9/23/2016
District 5,Mine,Aggregate,18056,DIXIE LIME & STONE CO.,Dixie Lime & Stone Company,Neil McDougall,neilmcdougall50@gmail.com,(352) 512-0180,3238 E. CR 470,,SUMTERVILLE,Florida,33585,,28.765650,-82.048670,2441 E Fort King Street,Suite 201,Ocala,Florida,34471,,Approved,12/6/2001,Accepted,6/11/2019
District 5,Mine,Aggregate,18058,CEMEX,"Cemex, Inc. - Aggregate Division",ARTHELL WILLIAMS,arthell.williams@cemex.com,(352) 796-3522,530 W. KINGS HIGHWAY,,CENTER HILL,Florida,33514,,28.655640,-82.009860,11430 CAMP MINE ROAD,,BROOKSVILLE,Florida,34601,,Approved,12/6/2001,Accepted,9/23/2016
District 5,Mine,Aggregate,18393,BEDROCK RESOURCES,Bedrock Resources,Neil McDougall,neilmcdougall50@gmail.com,(352) 512-0180,4289 E. CR 470,,SUMTERVILLE,Florida,33585,,28.752160,-82.032680,2441 E. FT. KING ST. SUITE 202,,OCALA,Florida,34471,,Approved,12/6/2001,Accepted,6/11/2019
District 5,Mine,Aggregate,18634,"MID-COAST AGGREGATES, LLC",Mid-Coast Aggregates LLC,Alec Koehn,akoehn@mcagg.com,(614) 400-8664,7000 SR 50,,WEBSTER,Florida,33597,,28.591430,-81.988010,7000 SR 50,,WEBSTER,Florida,33597,,Approved,6/9/2006,Accepted,9/23/2016
District 5,Mine,Aggregate,18809,Statewide Materials,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(321) 268-8455,3919 CR 673,,Bushnell,Florida,33513,,28.605850,-82.167100,1466 Fall Line Freeway,,Butler,Florida,31006,,Approved,11/16/2021,Accepted,9/23/2016
District 5,Mine,Aggregate,18832,Statewide Materials,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(478) 250-5150,530 W Kings Hwy,,Center Hill,Florida,33514,,28.653045,-82.013460,1525 White Drive,,Titusville,Florida,33597,,Under Review,9/2/2022,Accepted,10/12/2017
District 5,Mine,Aggregate,18881,Statewide Materials,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(478) 250-5150,7000 County Road 50,,Webster,Florida,33597,,28.592630,-81.988040,7000 County Road 50,,Webster,Florida,33597,,Approved,9/1/2020,Accepted,9/1/2020
District 5,Mine,Aggregate,36246,M. J. STAVOLA INDUSTRIES,M J Stavola Industries,WILLIAM HOUGHTON,bill@stavolaind.com,(352) 629-9715,2501 N.W. 77TH ST.,,OCALA,Florida,34479,,29.269750,-82.165810,P.O. BOX 1209,,ANTHONY,Florida,32617,,Approved,12/6/2001,Accepted,9/23/2016
District 5,Mine,Aggregate,36491,VULCAN MATERIALS COMPANY,Vulcan Materials Company,RICHARD WOOD,woodr@vmcmail.com,(352) 299-4353,17801 S.E. HWY 42,,WEIRSDALE,Florida,32195,,28.985810,-81.855820,17801 S.E. HWY 42,,WEIRSDALE,Florida,32195,,Approved,6/23/2015,Accepted,9/23/2016
District 5,Mine,Aggregate,36527,Counts Construction Company Inc,Counts Construction Company Inc,Glenn Counts,gcounts@counts.cc,(352) 329-3506,13845 SW 10th Place,,Ocala,Florida,34481,,29.179050,-82.347090,3021 NW 21st Street,,Ocala,Florida,34475,,Approved,11/8/2024,Accepted,11/8/2024
District 5,Mine,Aggregate,36654,COMMERCIAL INDUSTRIAL CORP.,Commercial Industrial Corporation,MATT RUDNIANYN,limerock@cicfl.com,(352) 291-9136,14850 WEST HIGHWAY 328,,OCALA,Florida,34482,,29.186390,-82.365710,11810 NW 115TH AVE,,REDDICK,Florida,32686,,Approved,4/20/2007,Accepted,9/23/2016
District 5,Mine,Aggregate,36696,STEVEN COUNTS INC.,All Star Materials,LARRY MANNING,lmanning@scipaveit.com,(352) 369-0490,16611 SE 58TH AVE,,SUMMERFIELD,Florida,34491,,28.980460,-82.053420,7410 NW GAINESVILLE RD,,OCALA,Florida,34474,,Inactivated,12/27/2017,Accepted,9/23/2016
District 5,Mine,Aggregate,36704,STEVEN COUNTS INC.,All Star Materials,LARRY MANNING,lmanning@scipaveit.com,(352) 369-0490,4433 W HWY 40,,OCALA,Florida,34474,,29.187060,-82.194790,7410 GAINESVILLE RD.,,OCALA,Florida,34474,,Inactivated,12/27/2017,Accepted,9/23/2016
District 5,Mine,Aggregate,36812,All Star Materials,All Star Materials,,,,9605 S Magnolia Ave,,Ocala,Florida,34476,,29.080030,-82.128940,7410 NW Gainesville Road,,Ocala,Florida,34474,,Inactivated,7/27/2016,Accepted,9/23/2016
District 5,Mine,Aggregate,36826,Georgia Stone Products,Georgia Stone Products,FRANK DINARDI,JOHN.DINARDI@GEORGIASTONEPRODUCTS.COM,(352) 425-3749,15251 N. Highway 329,,Reddick,Florida,32686,,29.372660,-82.263943,7410 NW Gainesville RD,,Ocala,Florida,34474,,Approved,11/8/2016,Accepted,1/19/2017
District 5,Mine,Aggregate,36860,STATEWIDE MATERIALS,Statewide Materials,JAMES COLLINS,fall.linematerials@gmail.com,(478) 250-5150,15251 North Highway 329,,Reddick,Florida,32686,,29.232900,-82.155610,15251 North Highway 329,,Reddick,Florida,32686,,Inactivated,3/3/2020,Accepted,6/12/2019
District 5,Mine,Aggregate,70693,HUBBARD MATERIALS COMPANY,Hubbard Construction Company,BARRY MCKEON,barry.mckeon@hubbard.com,(407) 645-5500,9011 MARLIN STREET,,CAPE CANAVERAL,Florida,32920,,28.403160,-80.610230,1936 LEE ROAD,,WINTER PARK,Florida,32789,,Approved,6/13/2013,Accepted,9/23/2016
District 5,Mine,Aggregate,70866,Sunshine Mine,"Sunshine State Wildlife Conservation, LLC",JEFF MURRAY,jmurray@headwatersisles.com,(772) 489-7270,9550 Babcock Street,,Fellsmere,Florida,32948,,27.832217,-80.616014,9550 Babcock Street,,Fellsmere,Florida,32948,,Approved,11/27/2019,Accepted,11/27/2019
District 5,Mine,Aggregate,70867,Stavola Aggregate Supply,Stavola Aggregate Supply,JEFF BROWN,stavolaaggregatesupply@gmail.com,(772) 538-0238,610 Centerlane Road,,Palm Bay,Florida,32948,,27.845060,-80.626357,610 Centerlane Road,,Palm Bay,Florida,32948,,Approved,10/25/2019,Accepted,10/25/2019
District 5,Mine,Aggregate,75780,"S&L Materials, Inc.","S&L Materials, Inc.",RICHARD BRUNO,richardb@sl-materials.com,(407) 414-8889,2930 Eunice Ave,,Orlando,Florida,32808,,28.580988,-81.423210,210 S Hoagland Blvd,,Kissimmee,Florida,34741,,Approved,8/17/2016,Accepted,8/17/2016
District 5,Mine,Aggregate,75819,"On site Recycled Concrete Aggregate for FDOT base, Code B12 on I-4 Ultimate only.",SGL Constructors,ROBERT THORNTON,BOB.THORNTON@SGLCONSTRUCTORS.COM,(417) 593-1095,Mobile Plant,,Orlando,Florida,32839,,28.508944,-81.395611,1131 CROWN PARK CIRCLE,,WINTER GARDEN,Florida,34787,,Approved,9/15/2017,Accepted,9/15/2017
District 5,Mine,Aggregate,75886,J. McKinnon Inc.,"J. McKinnon, Inc.",Jesse McKinnon,jesse@jmckinnondevelopment.com,(407) 908-3745,S.R. 528,,Christmas,Florida,32709,,28.450736,-81.028370,S.R. 528,,Christmas,Florida,32709,,Approved,12/22/2021,Accepted,12/22/2021
District 5,Mine,Aggregate,79925,"P & S Paving, Inc.","P & S Paving, Inc.",ROBERT HABER,RHABER@PANDSPAVINGINC.COM,(734) 934-1200,2337 Belleview Ave,,Daytona Beach,Florida,32114,,29.175583,-81.060652,2337 Belleview Ave,,Daytona Beach,Florida,32114,,Approved,4/11/2025,Accepted,4/11/2025
District 5,Mine,Aggregate,92757,Buck Hammock,"J. McKinnon, Inc.",Jesse McKinnon,jesse@jmckinnondevelopment.com,(407) 908-3745,6254 KEMPFER ROAD,,ST. CLOUD,Florida,34773,,28.023780,-80.859650,2740 Cherokee Road,,Osceola,Florida,34772,,Approved,10/4/2019,Accepted,10/4/2019
District 5,Terminal,Aggregate,TM336,CONRAD YELVINGTON DISTRIBUTORS INC.,"Conrad Yelvington Distributors, Inc.",DONALD REILLY,donald.reilly@cydi.com,(386) 257-3157,410 WEST KALEY ST,,ORLANDO,Florida,32806,,28.520079,-81.382134,360 N. SEGRAVE  ST.,,DAYTONA BEACH,Florida,32114,,Approved,12/10/2001,Accepted,9/26/2016
District 5,Terminal,Aggregate,TM407,CONRAD YELVINGTON DISTRIBUTORS INC.,"Conrad Yelvington Distributors, Inc.",DONALD REILLY,donald.reilly@cydi.com,(386) 267-0522,311 BENSON JUNCTION RD.,,DEBARY,Florida,32713,,28.868972,-81.329646,360 N. SEGRAVE ST.,,DAYTONA BEACH,Florida,32114,,Approved,5/1/2003,Accepted,9/26/2016
District 5,Terminal,Aggregate,TM447,CEMEX,"Cemex, Inc. - Aggregate Division",Donald WHITLEY,donaldw.whitley@cemex.com,(863) 557-1910,3355 EAST INDUSTRY RD.,,COCOA,Florida,32926,,28.406510,-80.762170,100 LEM CARNES ROAD,,DAVENPORT,Florida,33837,,Approved,12/10/2001,Accepted,9/26/2016
District 5,Terminal,Aggregate,TM469,VULCAN MATERIALS COMPANY,Vulcan Materials Company,Paul Palmer,palmerp@vmcmail.com,(407) 508-0212,8500 FLORIDA ROCK RD,,ORLANDO,Florida,32809,,28.441900,-81.376200,1371 42ND STREET,,WINTER HAVEN,Florida,33881,,Approved,12/10/2001,Accepted,9/26/2016
